"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2015","Employed persons by place of work",33923
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2016","Employed persons by place of residence",35769
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2016","Employed persons by place of work",35783
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2017","Employed persons by place of residence",36368
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2017","Employed persons by place of work",36373
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2018","Employed persons by place of residence",37732
"0 The whole country","86-88 Human health and social work activities","1 Males","25-39 25-39 years","2018","Employed persons by place of work",37736
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2008","Employed persons by place of residence",29370
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2008","Employed persons by place of work",29362
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2009","Employed persons by place of residence",30053
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2009","Employed persons by place of work",30055
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2010","Employed persons by place of residence",30855
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2010","Employed persons by place of work",30841
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2011","Employed persons by place of residence",31492
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2011","Employed persons by place of work",31485
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2012","Employed persons by place of residence",31342
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2012","Employed persons by place of work",31349
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2013","Employed persons by place of residence",32067
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2013","Employed persons by place of work",32067
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2014","Employed persons by place of residence",32936
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2014","Employed persons by place of work",32929
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2015","Employed persons by place of residence",32758
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2015","Employed persons by place of work",32758
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2016","Employed persons by place of residence",33708
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2016","Employed persons by place of work",33703
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2017","Employed persons by place of residence",34036
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2017","Employed persons by place of work",34032
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2018","Employed persons by place of residence",34853
"0 The whole country","86-88 Human health and social work activities","1 Males","40-54 40-54 years","2018","Employed persons by place of work",34848
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2008","Employed persons by place of residence",15896
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2008","Employed persons by place of work",15882
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2009","Employed persons by place of residence",16620
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2009","Employed persons by place of work",16604
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2010","Employed persons by place of residence",17548
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2010","Employed persons by place of work",17565
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2011","Employed persons by place of residence",18276
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2011","Employed persons by place of work",18284
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2012","Employed persons by place of residence",18337
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2012","Employed persons by place of work",18349
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2013","Employed persons by place of residence",18771
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2013","Employed persons by place of work",18779
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2014","Employed persons by place of residence",19319
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2014","Employed persons by place of work",19321
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2015","Employed persons by place of residence",18913
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2015","Employed persons by place of work",18913
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2016","Employed persons by place of residence",19306
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2016","Employed persons by place of work",19311
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2017","Employed persons by place of residence",19517
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2017","Employed persons by place of work",19512
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2018","Employed persons by place of residence",19603
"0 The whole country","86-88 Human health and social work activities","1 Males","55-66 55-66 years","2018","Employed persons by place of work",19611
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2008","Employed persons by place of residence",2355
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2008","Employed persons by place of work",2394
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2009","Employed persons by place of residence",2512
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2009","Employed persons by place of work",2528
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2010","Employed persons by place of residence",2836
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2010","Employed persons by place of work",2801
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2011","Employed persons by place of residence",3067
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2011","Employed persons by place of work",3060
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2012","Employed persons by place of residence",2833
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2012","Employed persons by place of work",2829
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2013","Employed persons by place of residence",3239
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2013","Employed persons by place of work",3239
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2014","Employed persons by place of residence",3502
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2014","Employed persons by place of work",3521
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2015","Employed persons by place of residence",3098
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2015","Employed persons by place of work",3071
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2016","Employed persons by place of residence",3341
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2016","Employed persons by place of work",3327
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2017","Employed persons by place of residence",3511
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2017","Employed persons by place of work",3507
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2018","Employed persons by place of residence",3829
"0 The whole country","86-88 Human health and social work activities","1 Males","67-74 67-74 years","2018","Employed persons by place of work",3828
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2008","Employed persons by place of residence",391879
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2008","Employed persons by place of work",391879
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2009","Employed persons by place of residence",400930
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2009","Employed persons by place of work",400929
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2010","Employed persons by place of residence",407108
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2010","Employed persons by place of work",407107
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2011","Employed persons by place of residence",415279
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2011","Employed persons by place of work",415279
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2012","Employed persons by place of residence",417066
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2012","Employed persons by place of work",417066
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2013","Employed persons by place of residence",421238
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2013","Employed persons by place of work",421238
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2014","Employed persons by place of residence",426624
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2014","Employed persons by place of work",426624
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2015","Employed persons by place of residence",433226
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2015","Employed persons by place of work",433226
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2016","Employed persons by place of residence",437293
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2016","Employed persons by place of work",437293
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2017","Employed persons by place of residence",441374
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2017","Employed persons by place of work",441375
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2018","Employed persons by place of residence",447863
"0 The whole country","86-88 Human health and social work activities","2 Females","15-74 15-74 years","2018","Employed persons by place of work",447870
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2008","Employed persons by place of residence",8728
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2008","Employed persons by place of work",8725
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2009","Employed persons by place of residence",8658
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2009","Employed persons by place of work",8673
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2010","Employed persons by place of residence",8327
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2010","Employed persons by place of work",8342
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2011","Employed persons by place of residence",8108
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2011","Employed persons by place of work",8107
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2012","Employed persons by place of residence",7667
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2012","Employed persons by place of work",7661
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2013","Employed persons by place of residence",7464
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2013","Employed persons by place of work",7459
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2014","Employed persons by place of residence",7462
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2014","Employed persons by place of work",7459
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2015","Employed persons by place of residence",8444
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2015","Employed persons by place of work",8448
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2016","Employed persons by place of residence",8208
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2016","Employed persons by place of work",8191
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2017","Employed persons by place of residence",8366
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2017","Employed persons by place of work",8355
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2018","Employed persons by place of residence",8736
"0 The whole country","86-88 Human health and social work activities","2 Females","15-19 15-19 years","2018","Employed persons by place of work",8736
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2008","Employed persons by place of residence",28655
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2008","Employed persons by place of work",28649
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2009","Employed persons by place of residence",30204
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2009","Employed persons by place of work",30195
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2010","Employed persons by place of residence",31058
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2010","Employed persons by place of work",31061
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2011","Employed persons by place of residence",31973
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2011","Employed persons by place of work",31985
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2012","Employed persons by place of residence",31455
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2012","Employed persons by place of work",31453
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2013","Employed persons by place of residence",31592
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2013","Employed persons by place of work",31586
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2014","Employed persons by place of residence",32060
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2014","Employed persons by place of work",32051
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2015","Employed persons by place of residence",33442
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2015","Employed persons by place of work",33447
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2016","Employed persons by place of residence",33378
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2016","Employed persons by place of work",33386
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2017","Employed persons by place of residence",33919
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2017","Employed persons by place of work",33925
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2018","Employed persons by place of residence",35206
"0 The whole country","86-88 Human health and social work activities","2 Females","20-24 20-24 years","2018","Employed persons by place of work",35221
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2008","Employed persons by place of residence",133396
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2008","Employed persons by place of work",133396
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2009","Employed persons by place of residence",135080
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2009","Employed persons by place of work",135080
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2010","Employed persons by place of residence",135779
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2010","Employed persons by place of work",135781
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2011","Employed persons by place of residence",137118
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2011","Employed persons by place of work",137118
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2012","Employed persons by place of residence",136311
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2012","Employed persons by place of work",136311
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2013","Employed persons by place of residence",137199
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2013","Employed persons by place of work",137199
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2014","Employed persons by place of residence",138767
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2014","Employed persons by place of work",138767
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2015","Employed persons by place of residence",141456
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2015","Employed persons by place of work",141456
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2016","Employed persons by place of residence",143781
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2016","Employed persons by place of work",143781
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2017","Employed persons by place of residence",145885
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2017","Employed persons by place of work",145885
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2018","Employed persons by place of residence",148919
"0 The whole country","86-88 Human health and social work activities","2 Females","25-39 25-39 years","2018","Employed persons by place of work",148919
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2008","Employed persons by place of residence",144237
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2008","Employed persons by place of work",144237
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2009","Employed persons by place of residence",146093
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2009","Employed persons by place of work",146093
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2010","Employed persons by place of residence",147071
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2010","Employed persons by place of work",147071
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2011","Employed persons by place of residence",148738
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2011","Employed persons by place of work",148738
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2012","Employed persons by place of residence",149742
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2012","Employed persons by place of work",149742
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2013","Employed persons by place of residence",150588
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2013","Employed persons by place of work",150588
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2014","Employed persons by place of residence",151724
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2014","Employed persons by place of work",151724
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2015","Employed persons by place of residence",151440
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2015","Employed persons by place of work",151440
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2016","Employed persons by place of residence",152295
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2016","Employed persons by place of work",152295
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2017","Employed persons by place of residence",152543
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2017","Employed persons by place of work",152543
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2018","Employed persons by place of residence",153309
"0 The whole country","86-88 Human health and social work activities","2 Females","40-54 40-54 years","2018","Employed persons by place of work",153309
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2008","Employed persons by place of residence",71143
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2008","Employed persons by place of work",71143
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2009","Employed persons by place of residence",74638
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2009","Employed persons by place of work",74638
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2010","Employed persons by place of residence",78180
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2010","Employed persons by place of work",78179
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2011","Employed persons by place of residence",81954
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2011","Employed persons by place of work",81954
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2012","Employed persons by place of residence",84376
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2012","Employed persons by place of work",84376
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2013","Employed persons by place of residence",86280
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2013","Employed persons by place of work",86280
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2014","Employed persons by place of residence",88207
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2014","Employed persons by place of work",88207
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2015","Employed persons by place of residence",89029
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2015","Employed persons by place of work",89029
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2016","Employed persons by place of residence",89843
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2016","Employed persons by place of work",89843
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2017","Employed persons by place of residence",90779
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2017","Employed persons by place of work",90779
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2018","Employed persons by place of residence",91339
"0 The whole country","86-88 Human health and social work activities","2 Females","55-66 55-66 years","2018","Employed persons by place of work",91339
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2008","Employed persons by place of residence",5709
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2008","Employed persons by place of work",5739
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2009","Employed persons by place of residence",6268
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2009","Employed persons by place of work",6256
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2010","Employed persons by place of residence",6723
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2010","Employed persons by place of work",6691
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2011","Employed persons by place of residence",7376
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2011","Employed persons by place of work",7377
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2012","Employed persons by place of residence",7500
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2012","Employed persons by place of work",7511
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2013","Employed persons by place of residence",8097
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2013","Employed persons by place of work",8118
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2014","Employed persons by place of residence",8396
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2014","Employed persons by place of work",8403
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2015","Employed persons by place of residence",9407
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2015","Employed persons by place of work",9398
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2016","Employed persons by place of residence",9780
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2016","Employed persons by place of work",9777
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2017","Employed persons by place of residence",9882
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2017","Employed persons by place of work",9888
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2018","Employed persons by place of residence",10354
"0 The whole country","86-88 Human health and social work activities","2 Females","67-74 67-74 years","2018","Employed persons by place of work",10346
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2008","Employed persons by place of residence",36802
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2008","Employed persons by place of work",36811
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2009","Employed persons by place of residence",38103
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2009","Employed persons by place of work",38111
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2010","Employed persons by place of residence",38670
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2010","Employed persons by place of work",38684
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2011","Employed persons by place of residence",39329
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2011","Employed persons by place of work",39325
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2012","Employed persons by place of residence",39784
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2012","Employed persons by place of work",39788
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2013","Employed persons by place of residence",40682
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2013","Employed persons by place of work",40698
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2014","Employed persons by place of residence",41590
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2014","Employed persons by place of work",41596
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2015","Employed persons by place of residence",41068
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2015","Employed persons by place of work",41074
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2016","Employed persons by place of residence",41895
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2016","Employed persons by place of work",41893
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2017","Employed persons by place of residence",43209
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2017","Employed persons by place of work",43166
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2018","Employed persons by place of residence",45569
"0 The whole country","90-99 Other service activities","1 Males","15-74 15-74 years","2018","Employed persons by place of work",45610
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2008","Employed persons by place of residence",1931
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2008","Employed persons by place of work",1903
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2009","Employed persons by place of residence",1952
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2009","Employed persons by place of work",1956
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2010","Employed persons by place of residence",2047
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2010","Employed persons by place of work",2066
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2011","Employed persons by place of residence",2162
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2011","Employed persons by place of work",2138
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2012","Employed persons by place of residence",1709
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2012","Employed persons by place of work",1698
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2013","Employed persons by place of residence",1709
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2013","Employed persons by place of work",1710
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2014","Employed persons by place of residence",1816
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2014","Employed persons by place of work",1818
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2015","Employed persons by place of residence",2388
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2015","Employed persons by place of work",2421
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2016","Employed persons by place of residence",2633
"0 The whole country","90-99 Other service activities","1 Males","15-19 15-19 years","2016","Employed persons by place of work",2681
